rank,pair_type,score,source_1_id,source_2_id,s1_sample,s2_sample,s1_field,s2_field,same_field,s1_z,s2_z,delta_z,s1_logSigma,s2_logSigma,delta_logSigma,s1_Sigma_rank,s2_Sigma_rank,s1_color_AB,s2_color_AB,delta_color,s1_flux_ratio,s2_flux_ratio,s1_Av,s2_Av,delta_Av,sep_arcmin,sep_deg,higher_z_bluer,higher_z_lower_Sigma
564,III,205.184,20010,70681,A,A,ceers-full,ceers-full,True,8.9344,7.9008,1.0336,-4.968,-4.347,0.621,228,120,-1.495,-2.016,0.521,3.964,6.406,3.7,3.8,-0.1,4.55,0.0759,True,True
565,III,204.81650000000002,20632,41913,A,A,ceers-full,ceers-full,True,5.6531,5.246,0.4071,-4.107,-3.38,0.727,85,39,-2.838,-3.476,0.638,13.655,24.568,2.0,2.3000000000000003,-0.3,3.86,0.0643,True,True
566,III,204.7155,22379,22702,A,A,primer-cosmos-west,primer-cosmos-west,True,5.7349,5.4312,0.3037,-4.828,-3.806,1.022,212,48,-2.572,-3.062,0.49,10.687,16.784,0.9,2.2,-1.3,0.7,0.0116,True,True
567,I,204.6635,15850,23571,A,A,primer-cosmos-east,primer-cosmos-east,True,7.0456,4.7607,2.2849,-4.167,-5.17,1.003,99,258,-3.138,-1.232,-1.906,17.999,3.11,3.3000000000000003,0.2,3.1,2.35,0.0392,False,False
568,I,204.61350000000002,32402,41129,A,A,gds,gds,True,4.9424,7.1334,2.1909,-5.321,-4.56,0.76,276,165,-1.703,-3.781,2.079,4.797,32.541,3.2,3.5,-0.3,2.25,0.0375,False,False
569,III,204.293,16999,44053,A,A,primer-uds-north,primer-uds-north,True,4.2059,5.4381,1.2322,-4.034,-4.897,0.862,72,222,-2.982,-2.683,-0.299,15.582,11.832,1.1,2.5,-1.4,4.49,0.0749,True,True
570,I_conflict,204.234,14605,23868,A,A,gds,gds,True,6.9281,8.9276,1.9996,-4.925,-5.234,0.308,223,261,-0.742,-2.742,2.0,1.981,12.498,2.5,2.6,-0.1,1.9,0.0317,False,True
571,III,203.89350000000002,46085,62716,A,A,primer-uds-north,primer-uds-north,True,4.7858,5.3867,0.6009,-3.966,-4.396,0.431,61,125,-1.958,-1.719,-0.239,6.071,4.871,1.3,1.2000000000000002,0.1,3.87,0.0645,True,True
572,III,203.47400000000002,16408,19946,A,A,primer-cosmos-east,primer-cosmos-east,True,4.5749,5.9744,1.3996,-4.505,-4.715,0.211,144,196,-1.996,-1.873,-0.123,6.287,5.613,1.1,1.0,0.1,1.83,0.0305,True,True
573,III,203.30450000000002,29106,71893,A,A,primer-uds-north,primer-uds-north,True,5.2048,6.4292,1.2243,-4.528,-5.236,0.708,150,262,-1.936,-1.562,-0.374,5.948,4.213,1.1,1.7000000000000002,-0.6,4.73,0.0789,True,True
574,III,202.687,10696,16563,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6678,5.022,0.6458,-4.703,-4.017,0.685,191,70,-2.216,-2.766,0.549,7.701,12.775,1.2000000000000002,1.8,-0.6,2.91,0.0486,True,True
575,III,202.64000000000001,26971,27765,A,A,primer-cosmos-east,primer-cosmos-east,True,6.4067,5.1726,1.234,-4.718,-4.457,0.261,198,133,-1.596,-2.222,0.626,4.347,7.74,0.5,2.2,-1.7,1.77,0.0295,True,True
576,III,202.583,42464,54661,A,A,primer-cosmos-east,primer-cosmos-east,True,5.3675,5.6676,0.3002,-4.089,-4.975,0.886,81,229,-1.971,-1.441,-0.53,6.143,3.77,2.3000000000000003,3.9,-1.6,4.12,0.0687,True,True
577,III,202.534,18804,29106,A,A,primer-uds-north,primer-uds-north,True,4.3173,5.2048,0.8876,-4.229,-4.528,0.299,103,150,-2.141,-1.936,-0.205,7.184,5.948,1.5,1.1,0.4,2.18,0.0364,True,True
578,III,202.4545,15257,24100,A,A,primer-uds-north,primer-uds-north,True,6.9201,4.9919,1.9283,-4.731,-4.26,0.471,201,111,-1.774,-2.062,0.288,5.126,6.681,1.3,1.3,0.0,1.1,0.0183,True,True
579,III,202.124,60774,73890,A,A,ceers-full,ceers-full,True,5.2848,5.6603,0.3756,-4.075,-4.777,0.703,79,205,-2.187,-1.579,-0.608,7.495,4.282,2.2,3.0,-0.8,1.48,0.0247,True,True
580,III,201.9415,54067,55716,A,A,primer-cosmos-west,primer-cosmos-west,True,5.6564,4.4383,1.2181,-5.239,-4.12,1.119,263,89,-2.033,-2.136,0.102,6.506,7.15,0.5,1.9,-1.4,1.38,0.0231,True,True
581,III,201.817,52017,64049,A,A,gds,gds,True,6.3311,5.2713,1.0598,-5.333,-5.079,0.254,278,247,-1.429,-2.095,0.666,3.729,6.884,-99.0,-99.0,0.0,1.95,0.0325,True,True
582,III,201.768,45383,57494,A,A,primer-uds-south,primer-uds-south,True,4.8552,4.024,0.8312,-5.144,-4.008,1.135,253,67,-1.58,-1.784,0.205,4.285,5.173,0.9,1.6,-0.7,2.0,0.0334,True,True
583,III,201.702,14381,46281,A,A,gds,gds,True,5.4444,4.7896,0.6548,-5.162,-4.676,0.486,256,188,-1.944,-2.09,0.146,5.992,6.853,3.0,-99.0,102.0,4.88,0.0814,True,True
584,III,201.6965,59162,72956,A,A,ceers-full,ceers-full,True,7.8411,8.9042,1.0631,-4.082,-4.596,0.515,80,175,-1.705,-1.699,-0.006,4.808,4.784,3.9,2.1,1.8,3.12,0.052,True,True
585,III_weak,201.46099999999998,61323,67137,A,A,ceers-full,ceers-full,True,7.127,7.4965,0.3694,-4.499,-4.25,0.249,143,108,-2.358,-0.488,-1.869,8.772,1.568,1.7000000000000002,3.9,-2.2,4.13,0.0688,True,False
586,III,201.268,37878,57494,A,A,primer-uds-south,primer-uds-south,True,4.7732,4.024,0.7492,-5.154,-4.008,1.146,255,67,-1.572,-1.784,0.213,4.253,5.173,0.8,1.6,-0.8,2.92,0.0487,True,True
587,III_weak,201.1645,12234,30600,A,A,ceers-full,ceers-full,True,6.1422,4.0259,2.1163,-4.0,-4.874,0.874,65,220,-2.028,-2.492,0.464,6.475,9.925,1.7000000000000002,0.6000000000000001,1.1,2.3,0.0384,True,False
588,III,200.95,60774,70681,A,A,ceers-full,ceers-full,True,5.2848,7.9008,2.616,-4.075,-4.347,0.272,79,120,-2.187,-2.016,-0.171,7.495,6.406,2.2,3.8,-1.6,3.1,0.0517,True,True
589,III,200.77,12234,41179,A,A,ceers-full,ceers-full,True,6.1422,7.2423,1.1,-4.0,-4.229,0.229,65,104,-2.028,-1.38,-0.648,6.475,3.564,1.7000000000000002,2.1,-0.4,2.95,0.0492,True,True
590,III,200.722,11967,21943,A,A,primer-cosmos-east,primer-cosmos-east,True,5.4823,4.7155,0.7668,-5.508,-5.049,0.459,286,239,-1.78,-1.888,0.109,5.15,5.692,3.1,0.8,2.3,3.77,0.0628,True,True
591,I,200.3015,48686,68947,A,A,primer-uds-south,primer-uds-south,True,4.8439,5.656,0.8121,-5.657,-3.973,1.684,294,62,-1.285,-3.138,1.852,3.267,17.991,0.3,2.2,-1.9,3.05,0.0509,False,False
592,III_weak,200.29049999999998,15257,31581,A,A,primer-uds-north,primer-uds-north,True,6.9201,4.1634,2.7567,-4.731,-5.06,0.328,201,240,-1.774,-2.356,0.582,5.126,8.757,1.3,0.0,1.3,4.07,0.0678,True,False
593,III,200.1525,48540,51514,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6562,4.4367,1.2195,-5.23,-4.118,1.112,260,87,-2.07,-2.14,0.07,6.732,7.18,0.4,1.9,-1.5,1.38,0.0231,True,True
594,III,200.14249999999998,31668,40799,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6077,7.6812,2.0735,-3.833,-4.551,0.718,51,160,-2.687,-2.636,-0.05,11.876,11.337,1.6,2.6,-1.0,2.64,0.044,True,True
595,III_weak,199.92649999999998,22483,29568,A,A,primer-cosmos-west,primer-cosmos-west,True,7.1355,4.3603,2.7751,-4.222,-4.937,0.715,102,224,-1.86,-2.198,0.337,5.548,7.57,2.7,0.4,2.3,2.28,0.0379,True,False
596,III,199.662,15393,17813,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6895,5.2267,0.4628,-5.55,-5.11,0.439,290,250,-1.577,-2.268,0.691,4.274,8.076,1.4,1.8,-0.4,0.92,0.0153,True,True
597,III,199.525,43505,54067,A,A,primer-cosmos-west,primer-cosmos-west,True,4.6755,5.6564,0.981,-4.762,-5.239,0.477,204,263,-2.043,-2.033,-0.01,6.564,6.506,0.8,0.5,0.3,4.97,0.0828,True,True
598,III,199.46249999999998,59626,63106,A,A,ceers-full,ceers-full,True,6.3671,5.6557,0.7115,-4.189,-3.95,0.238,100,60,-1.364,-2.097,0.733,3.511,6.896,0.9,2.2,-1.3,4.17,0.0695,True,True
599,III_weak,199.061,29421,67137,A,A,ceers-full,ceers-full,True,4.7851,7.4965,2.7114,-4.558,-4.25,0.308,164,108,-1.572,-0.488,-1.083,4.254,1.568,1.4,3.9,-2.5,4.84,0.0806,True,False
600,I,198.9445,48498,52084,A,A,primer-cosmos-east,primer-cosmos-east,True,4.4533,7.0756,2.6223,-5.641,-3.658,1.982,293,45,-1.883,-2.985,1.103,5.663,15.637,0.9,1.6,-0.7,1.45,0.0242,False,False
601,III,198.927,16053,29303,A,A,gds,gds,True,6.9018,5.986,0.9158,-5.374,-5.076,0.298,284,245,-0.79,-1.415,0.625,2.07,3.681,2.0,2.0,0.0,1.84,0.0306,True,True
602,I,198.90599999999998,33898,50716,A,A,primer-uds-south,primer-uds-south,True,4.5453,7.8636,3.3184,-5.24,-4.548,0.691,264,157,-1.111,-2.779,1.668,2.782,12.935,1.2000000000000002,2.7,-1.5,3.09,0.0516,False,False
603,III,198.81900000000002,32237,62716,A,A,primer-uds-north,primer-uds-north,True,4.6122,5.3867,0.7746,-3.896,-4.396,0.5,55,125,-2.263,-1.719,-0.544,8.04,4.871,1.2000000000000002,1.2000000000000002,0.0,3.29,0.0548,True,True
604,I,198.71049999999997,32986,71037,A,A,primer-uds-north,primer-uds-north,True,4.1527,6.8495,2.6967,-5.021,-4.008,1.012,236,68,-1.26,-2.919,1.658,3.192,14.703,0.0,1.4,-1.4,4.52,0.0753,False,False
605,III,198.597,30520,32880,A,A,primer-uds-south,primer-uds-south,True,5.3498,4.756,0.5938,-5.029,-4.821,0.208,237,211,-1.513,-2.281,0.769,4.028,8.176,0.9,0.9,0.0,3.61,0.0602,True,True
606,III,198.568,29372,31661,A,A,primer-cosmos-west,primer-cosmos-west,True,5.3858,4.4626,0.9232,-4.978,-4.603,0.374,230,177,-1.465,-1.535,0.07,3.854,4.111,2.2,0.5,1.7,4.48,0.0746,True,True
607,I,198.4525,33332,71037,A,A,primer-uds-north,primer-uds-north,True,4.542,6.8495,2.3075,-5.076,-4.008,1.068,246,68,-1.182,-2.919,1.736,2.971,14.703,0.8,1.4,-0.6,4.68,0.0781,False,False
608,I,198.2365,22358,50716,A,A,primer-uds-south,primer-uds-south,True,4.6765,7.8636,3.1871,-5.19,-4.548,0.641,259,157,-1.055,-2.779,1.724,2.643,12.935,0.0,2.7,-2.7,2.96,0.0493,False,False
609,III,198.1145,19946,32928,A,A,primer-cosmos-east,primer-cosmos-east,True,5.9744,4.4581,1.5163,-4.715,-4.027,0.689,196,71,-1.873,-2.067,0.194,5.613,6.712,1.0,1.7000000000000002,-0.7,3.61,0.0601,True,True
610,III,197.87449999999998,4620,21488,A,A,primer-uds-south,primer-uds-south,True,5.7463,5.414,0.3323,-4.133,-3.634,0.498,92,44,-2.073,-2.732,0.659,6.748,12.377,1.3,2.1,-0.8,4.89,0.0814,True,True
611,I,197.82299999999998,41129,52017,A,A,gds,gds,True,7.1334,6.3311,0.8022,-4.56,-5.333,0.773,165,278,-3.781,-1.429,-2.352,32.541,3.729,3.5,-99.0,102.5,2.74,0.0457,False,False
612,III,197.1225,55490,70681,A,A,ceers-full,ceers-full,True,7.1493,7.9008,0.7515,-3.522,-4.347,0.825,40,120,-2.338,-2.016,-0.322,8.618,6.406,2.7,3.8,-1.1,1.4,0.0233,True,True
613,III,197.0705,64273,69921,A,A,primer-uds-north,primer-uds-north,True,7.1316,5.6549,1.4767,-4.962,-4.553,0.409,227,161,-2.553,-2.906,0.353,10.497,14.531,2.0,2.8000000000000003,-0.8,2.11,0.0351,True,True
614,I,196.88049999999998,2480,28931,A,A,primer-uds-south,primer-uds-south,True,4.6841,7.9047,3.2207,-5.342,-3.918,1.424,279,57,-1.469,-2.686,1.217,3.87,11.871,0.5,2.8000000000000003,-2.3,4.97,0.0828,False,False
615,I,196.7765,12544,48983,A,A,ceers-full,ceers-full,True,4.5497,7.1368,2.5871,-5.01,-3.536,1.474,235,41,-1.316,-2.691,1.375,3.36,11.927,0.4,2.7,-2.3,4.75,0.0792,False,False
616,III,196.6655,24100,32237,A,A,primer-uds-north,primer-uds-north,True,4.9919,4.6122,0.3797,-4.26,-3.896,0.364,111,55,-2.062,-2.263,0.201,6.681,8.04,1.3,1.2000000000000002,0.1,1.61,0.0268,True,True
617,I,196.5665,30157,68947,A,A,primer-uds-south,primer-uds-south,True,4.7269,5.656,0.9291,-5.539,-3.973,1.566,289,62,-1.325,-3.138,1.813,3.387,17.991,0.2,2.2,-2.0,4.28,0.0713,False,False
618,III_weak,196.53499999999997,31581,55902,A,A,primer-uds-north,primer-uds-north,True,4.1634,8.6704,4.507,-5.06,-4.714,0.346,240,195,-2.356,-1.885,-0.471,8.757,5.677,0.0,2.9000000000000004,-2.9,2.36,0.0393,True,False
619,III,196.43650000000002,5434,14381,A,A,gds,gds,True,4.1073,5.4444,1.3371,-4.431,-5.162,0.731,128,256,-2.133,-1.944,-0.189,7.135,5.992,1.3,3.0,-1.7,3.57,0.0595,True,True
620,I,195.961,29303,41129,A,A,gds,gds,True,5.986,7.1334,1.1474,-5.076,-4.56,0.515,245,165,-1.415,-3.781,2.366,3.681,32.541,2.0,3.5,-1.5,1.42,0.0236,False,False
621,III,195.2575,23575,43738,A,A,primer-uds-north,primer-uds-north,True,5.6606,5.0901,0.5705,-4.518,-4.063,0.455,146,78,-2.624,-2.685,0.061,11.212,11.862,2.0,1.7000000000000002,0.3,2.19,0.0365,True,True
622,III,195.23100000000002,32928,47824,A,A,primer-cosmos-east,primer-cosmos-east,True,4.4581,5.6555,1.1974,-4.027,-4.561,0.534,71,166,-2.067,-1.742,-0.325,6.712,4.977,1.7000000000000002,2.7,-1.0,4.42,0.0736,True,True
623,I,195.13299999999998,12544,42093,A,A,ceers-full,ceers-full,True,4.5497,6.4459,1.8962,-5.01,-3.857,1.153,235,52,-1.316,-3.058,1.742,3.36,16.711,0.4,1.7000000000000002,-1.3,3.45,0.0574,False,False
624,III,195.073,31581,42014,A,A,primer-uds-north,primer-uds-north,True,4.1634,4.5516,0.3882,-5.06,-5.575,0.515,240,291,-2.356,-1.78,-0.576,8.757,5.153,0.0,0.3,-0.3,1.1,0.0184,True,True
625,I,194.768,10404,32986,A,A,primer-uds-north,primer-uds-north,True,5.656,4.1527,1.5032,-3.982,-5.021,1.039,64,236,-3.181,-1.26,-1.921,18.724,3.192,2.2,0.0,2.2,3.86,0.0643,False,False
626,III,194.752,21037,22379,A,A,primer-cosmos-west,primer-cosmos-west,True,4.4761,5.7349,1.2588,-4.619,-4.828,0.209,181,212,-3.064,-2.572,-0.492,16.813,10.687,0.7000000000000001,0.9,-0.2,0.46,0.0076,True,True
627,III,194.5865,63106,70681,A,A,ceers-full,ceers-full,True,5.6557,7.9008,2.2451,-3.95,-4.347,0.397,60,120,-2.097,-2.016,-0.08,6.896,6.406,2.2,3.8,-1.6,2.59,0.0431,True,True
628,I,194.48,10404,33332,A,A,primer-uds-north,primer-uds-north,True,5.656,4.542,1.114,-3.982,-5.076,1.094,64,246,-3.181,-1.182,-1.999,18.724,2.971,2.2,0.8,1.4,4.19,0.0698,False,False
629,III,194.30949999999999,57051,60774,A,A,ceers-full,ceers-full,True,5.6681,5.2848,0.3833,-4.281,-4.075,0.207,113,79,-1.94,-2.187,0.247,5.971,7.495,2.3000000000000003,2.2,0.1,4.4,0.0733,True,True
630,III,194.1705,47021,73890,A,A,ceers-full,ceers-full,True,8.0231,5.6603,2.3627,-5.003,-4.777,0.226,234,205,-1.44,-1.579,0.139,3.767,4.282,0.9,3.0,-2.1,4.45,0.0742,True,True
631,III_weak,194.13299999999998,6756,30600,A,A,ceers-full,ceers-full,True,7.1361,4.0259,3.1102,-4.153,-4.874,0.721,95,220,-2.375,-2.492,0.117,8.91,9.925,2.5,0.6000000000000001,1.9,1.84,0.0306,True,False
632,III,193.68599999999998,62716,71893,A,A,primer-uds-north,primer-uds-north,True,5.3867,6.4292,1.0424,-4.396,-5.236,0.84,125,262,-1.719,-1.562,-0.157,4.871,4.213,1.2000000000000002,1.7000000000000002,-0.5,2.71,0.0452,True,True
633,I,193.497,33898,36872,A,A,primer-uds-south,primer-uds-south,True,4.5453,7.1351,2.5898,-5.24,-4.47,0.77,264,136,-1.111,-2.842,1.731,2.782,13.703,1.2000000000000002,2.4000000000000004,-1.2,3.1,0.0516,False,False
634,I,193.28449999999998,33898,59568,A,A,primer-uds-south,primer-uds-south,True,4.5453,8.9016,4.3563,-5.24,-4.592,0.648,264,173,-1.111,-2.381,1.27,2.782,8.958,1.2000000000000002,2.7,-1.5,2.96,0.0493,False,False
635,III,193.1005,21488,28931,A,A,primer-uds-south,primer-uds-south,True,5.414,7.9047,2.4907,-3.634,-3.918,0.283,44,57,-2.732,-2.686,-0.045,12.377,11.871,2.1,2.8000000000000003,-0.7,4.49,0.0748,True,True
636,III_weak,192.94400000000002,20897,48983,A,A,ceers-full,ceers-full,True,4.5331,7.1368,2.6036,-3.869,-3.536,0.333,53,41,-3.669,-2.691,-0.978,29.349,11.927,1.3,2.7,-1.4,2.57,0.0428,True,False
637,III,192.926,40209,50988,A,A,primer-cosmos-east,primer-cosmos-east,True,5.4609,4.5265,0.9344,-4.799,-4.046,0.752,206,73,-2.237,-2.465,0.227,7.851,9.68,1.4,1.7000000000000002,-0.3,3.34,0.0557,True,True
638,III,192.51449999999997,45637,57494,A,A,primer-uds-south,primer-uds-south,True,4.5363,4.024,0.5123,-4.45,-4.008,0.441,130,67,-1.252,-1.784,0.532,3.169,5.173,1.2000000000000002,1.6,-0.4,1.98,0.033,True,True
639,III,192.31799999999998,36162,47165,A,A,primer-cosmos-west,primer-cosmos-west,True,6.411,5.2338,1.1772,-4.715,-4.313,0.402,197,117,-1.605,-1.957,0.352,4.385,6.063,0.5,2.3000000000000003,-1.8,4.79,0.0799,True,True
640,III_weak,192.082,21620,29568,A,A,primer-cosmos-west,primer-cosmos-west,True,8.0871,4.3603,3.7268,-4.626,-4.937,0.311,182,224,-2.061,-2.198,0.137,6.675,7.57,3.7,0.4,3.3,3.89,0.0648,True,False
641,III,191.89499999999998,9104,55783,A,A,primer-uds-south,primer-uds-south,True,6.0931,4.626,1.467,-4.804,-4.261,0.543,208,112,-1.91,-2.082,0.172,5.807,6.805,0.7000000000000001,1.4,-0.7,4.98,0.083,True,True
642,I_conflict,191.846,5434,23868,A,A,gds,gds,True,4.1073,8.9276,4.8204,-4.431,-5.234,0.803,128,261,-2.133,-2.742,0.609,7.135,12.498,1.3,2.6,-1.3,2.33,0.0389,False,True
643,I,191.662,32880,66511,A,A,primer-uds-south,primer-uds-south,True,4.756,7.1308,2.3748,-4.821,-4.004,0.818,211,66,-2.281,-4.011,1.73,8.176,40.221,0.9,3.2,-2.3,4.36,0.0727,False,False
644,I,191.23850000000002,50325,52084,A,A,primer-cosmos-east,primer-cosmos-east,True,6.4277,7.0756,0.6479,-5.032,-3.658,1.374,238,45,-1.079,-2.985,1.906,2.702,15.637,0.1,1.6,-1.5,0.77,0.0129,False,False
645,III,191.18949999999998,24464,40589,A,A,ceers-full,ceers-full,True,5.6554,8.0067,2.3513,-4.238,-4.478,0.239,106,140,-2.141,-2.066,-0.075,7.184,6.703,2.7,3.3000000000000003,-0.6,1.47,0.0245,True,True
646,I,191.0515,43932,71037,A,A,primer-uds-north,primer-uds-north,True,4.2354,6.8495,2.6141,-4.802,-4.008,0.793,207,68,-1.257,-2.919,1.661,3.183,14.703,0.5,1.4,-0.9,4.66,0.0777,False,False
647,III,190.8145,13074,28491,A,A,primer-cosmos-west,primer-cosmos-west,True,5.2148,5.5851,0.3703,-3.796,-4.123,0.327,46,90,-2.885,-2.776,-0.109,14.255,12.896,2.5,2.0,0.5,4.65,0.0775,True,True
648,I_conflict,190.64000000000001,32147,45202,A,A,gds,gds,True,4.6032,7.1313,2.528,-4.148,-4.571,0.424,93,167,-1.802,-3.302,1.5,5.257,20.926,2.6,2.8000000000000003,-0.2,3.51,0.0586,False,True
649,I_conflict,190.3565,42859,46085,A,A,primer-uds-north,primer-uds-north,True,6.5809,4.7858,1.7951,-4.421,-3.966,0.456,126,61,-3.653,-1.958,-1.695,28.92,6.071,1.2000000000000002,1.3,-0.1,0.41,0.0069,False,True
650,I,190.26999999999998,54143,71037,A,A,primer-uds-north,primer-uds-north,True,4.7315,6.8495,2.118,-5.073,-4.008,1.065,243,68,-1.287,-2.919,1.631,3.272,14.703,0.9,1.4,-0.5,2.29,0.0381,False,False
651,III,190.228,32147,32402,A,A,gds,gds,True,4.6032,4.9424,0.3392,-4.148,-5.321,1.173,93,276,-1.802,-1.703,-0.099,5.257,4.797,2.6,3.2,-0.6,4.86,0.0811,True,True
652,III_weak,189.797,2981,14605,A,A,gds,gds,True,4.8122,6.9281,2.1158,-5.367,-4.925,0.442,283,223,-1.738,-0.742,-0.996,4.956,1.981,2.2,2.5,-0.3,1.69,0.0281,True,False
653,III,189.786,5434,46281,A,A,gds,gds,True,4.1073,4.7896,0.6824,-4.431,-4.676,0.245,128,188,-2.133,-2.09,-0.044,7.135,6.853,1.3,-99.0,100.3,4.96,0.0826,True,True
654,III,189.74949999999998,22379,26495,A,A,primer-cosmos-west,primer-cosmos-west,True,5.7349,5.0196,0.7153,-4.828,-4.014,0.814,212,69,-2.572,-2.764,0.192,10.687,12.75,0.9,1.8,-0.9,2.98,0.0497,True,True
655,I,189.6385,18537,45202,A,A,gds,gds,True,4.2773,7.1313,2.8539,-4.812,-4.571,0.241,210,167,-1.41,-3.302,1.892,3.665,20.926,1.2000000000000002,2.8000000000000003,-1.6,3.26,0.0544,False,False
656,I_conflict,189.635,9246,22239,A,A,ceers-full,ceers-full,True,4.6044,7.1314,2.527,-4.241,-4.707,0.466,107,193,-2.256,-3.712,1.455,7.989,30.528,1.0,2.8000000000000003,-1.8,4.31,0.0718,False,True
657,I,189.288,29392,33445,A,A,primer-uds-south,primer-uds-south,True,7.471,4.3458,3.1252,-4.543,-5.25,0.707,156,266,-2.259,-0.735,-1.524,8.009,1.968,2.2,0.0,2.2,0.49,0.0082,False,False
658,III_weak,189.15699999999998,8559,29110,A,A,primer-uds-north,primer-uds-north,True,7.9365,7.1288,0.8078,-4.517,-4.845,0.328,145,216,-1.912,-2.856,0.944,5.818,13.874,3.9,2.4000000000000004,1.5,3.21,0.0534,True,False
659,I,189.07299999999998,30157,36872,A,A,primer-uds-south,primer-uds-south,True,4.7269,7.1351,2.4082,-5.539,-4.47,1.07,289,136,-1.325,-2.842,1.517,3.387,13.703,0.2,2.4000000000000004,-2.2,2.9,0.0483,False,False
660,I,189.02200000000002,50716,60046,A,A,primer-uds-south,primer-uds-south,True,7.8636,5.4628,2.4008,-4.548,-5.145,0.597,157,254,-2.779,-0.977,-1.802,12.935,2.46,2.7,1.0,1.7,3.98,0.0664,False,False
661,III,188.9915,46085,57469,A,A,primer-uds-north,primer-uds-north,True,4.7858,5.668,0.8821,-3.966,-4.467,0.502,61,135,-1.958,-1.644,-0.314,6.071,4.547,1.3,3.1,-1.8,1.88,0.0314,True,True
662,III,188.627,52124,54661,A,A,primer-cosmos-east,primer-cosmos-east,True,4.8338,5.6676,0.8338,-4.691,-4.975,0.284,190,229,-1.893,-1.441,-0.452,5.717,3.77,1.2000000000000002,3.9,-2.7,3.16,0.0527,True,True
663,I_conflict,188.54399999999998,50716,57494,A,A,primer-uds-south,primer-uds-south,True,7.8636,4.024,3.8396,-4.548,-4.008,0.54,157,67,-2.779,-1.784,-0.995,12.935,5.173,2.7,1.6,1.1,3.41,0.0568,False,True
664,III,188.429,15233,30145,A,A,primer-cosmos-west,primer-cosmos-west,True,4.986,5.6646,0.6786,-4.455,-5.1,0.645,131,249,-2.324,-2.046,-0.278,8.501,6.58,0.8,2.0,-1.2,4.66,0.0777,True,True
665,I_conflict,188.331,22239,57051,A,A,ceers-full,ceers-full,True,7.1314,5.6681,1.4634,-4.707,-4.281,0.426,193,113,-3.712,-1.94,-1.772,30.528,5.971,2.8000000000000003,2.3000000000000003,0.5,4.46,0.0744,False,True
666,I,188.3085,29110,52856,A,A,primer-uds-north,primer-uds-north,True,7.1288,6.3209,0.8079,-4.845,-5.287,0.443,216,272,-2.856,-0.498,-2.358,13.874,1.582,2.4000000000000004,0.0,2.4,3.23,0.0539,False,False
667,I,188.21699999999998,7991,53667,A,A,primer-uds-north,primer-uds-north,True,5.6557,4.5639,1.0918,-4.123,-4.837,0.713,91,215,-4.056,-1.947,-2.109,41.912,6.008,2.4000000000000004,0.9,1.5,4.85,0.0809,False,False
668,I,188.1525,32986,68006,A,A,primer-uds-north,primer-uds-north,True,4.1527,5.1603,1.0075,-5.021,-3.797,1.223,236,47,-1.26,-3.087,1.827,3.192,17.174,0.0,1.4,-1.4,4.0,0.0667,False,False
669,I,187.8945,33332,68006,A,A,primer-uds-north,primer-uds-north,True,4.542,5.1603,0.6183,-5.076,-3.797,1.279,246,47,-1.182,-3.087,1.905,2.971,17.174,0.8,1.4,-0.6,4.16,0.0694,False,False
670,III_weak,187.892,30600,40589,A,A,ceers-full,ceers-full,True,4.0259,8.0067,3.9808,-4.874,-4.478,0.396,220,140,-2.492,-2.066,-0.426,9.925,6.703,0.6000000000000001,3.3000000000000003,-2.7,1.13,0.0188,True,False
671,I,187.584,21108,52856,A,A,primer-uds-north,primer-uds-north,True,7.1364,6.3209,0.8156,-4.588,-5.287,0.7,171,272,-2.685,-0.498,-2.187,11.863,1.582,2.6,0.0,2.6,3.42,0.0569,False,False
672,I,187.1805,21488,33898,A,A,primer-uds-south,primer-uds-south,True,5.414,4.5453,0.8687,-3.634,-5.24,1.605,44,264,-2.732,-1.111,-1.62,12.377,2.782,2.1,1.2000000000000002,0.9,2.5,0.0417,False,False
673,III_weak,187.156,31319,43505,A,A,primer-cosmos-west,primer-cosmos-west,True,6.3339,4.6755,1.6584,-4.541,-4.762,0.221,155,204,-1.33,-2.043,0.713,3.404,6.564,2.8000000000000003,0.8,2.0,3.83,0.0639,True,False
674,III,187.1185,22379,28500,A,A,primer-cosmos-west,primer-cosmos-west,True,5.7349,5.429,0.3059,-4.828,-4.306,0.521,212,116,-2.572,-3.01,0.438,10.687,15.999,0.9,2.8000000000000003,-1.9,2.03,0.0339,True,True
675,III_weak,186.86849999999998,1544,42014,A,A,primer-uds-north,primer-uds-north,True,5.4635,4.5516,0.9119,-5.142,-5.575,0.433,252,291,-0.976,-1.78,0.804,2.456,5.153,1.0,0.3,0.7,4.31,0.0719,True,False
676,III_weak,186.8645,21620,22379,A,A,primer-cosmos-west,primer-cosmos-west,True,8.0871,5.7349,2.3523,-4.626,-4.828,0.201,182,212,-2.061,-2.572,0.511,6.675,10.687,3.7,0.9,2.8,0.58,0.0097,True,False
677,I,186.7305,55783,66511,A,A,primer-uds-south,primer-uds-south,True,4.626,7.1308,2.5047,-4.261,-4.004,0.257,112,66,-2.082,-4.011,1.929,6.805,40.221,1.4,3.2,-1.8,1.87,0.0312,False,False
